"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","ES","Spain",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","EU31_UKX","EU/EEA",8.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","FR","France",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","MT","Malta",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","NL","Netherlands",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","NO","Norway",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","RO","Romania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","SE","Sweden",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W44","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","AT","Austria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","DK","Denmark",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","ES","Spain",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","EU31_UKX","EU/EEA",6.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","FR","France",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","MT","Malta",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","NL","Netherlands",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","NO","Norway",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","RO","Romania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","SE","Sweden",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W45","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","AT","Austria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","DE","Germany",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","DK","Denmark",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","ES","Spain",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","EU31_UKX","EU/EEA",21.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","FR","France",4.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","IS","Iceland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","IT","Italy",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","MT","Malta",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","NL","Netherlands",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","NO","Norway",7.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","RO","Romania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","SE","Sweden",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W46","SK","Slovakia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","AT","Austria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","CZ","Czechia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","DK","Denmark",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","ES","Spain",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","EU31_UKX","EU/EEA",23.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","FR","France",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","IE","Ireland",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","IT","Italy",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","MT","Malta",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","NL","Netherlands",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","NO","Norway",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","RO","Romania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","SE","Sweden",11.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W47","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","AT","Austria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","CZ","Czechia",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","DE","Germany",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","DK","Denmark",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","ES","Spain",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","EU31_UKX","EU/EEA",45.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","FR","France",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","IT","Italy",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","LV","Latvia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","MT","Malta",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","NL","Netherlands",9.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","NO","Norway",17.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","RO","Romania",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","SE","Sweden",7.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W48","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","AT","Austria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","CZ","Czechia",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","DE","Germany",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","DK","Denmark",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","ES","Spain",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","EU31_UKX","EU/EEA",48.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","FR","France",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","IS","Iceland",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","IT","Italy",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","MT","Malta",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","NL","Netherlands",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","NO","Norway",22.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","RO","Romania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","SE","Sweden",8.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","SI","Slovenia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W49","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","AT","Austria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","CZ","Czechia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","DE","Germany",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","DK","Denmark",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","EL","Greece",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","ES","Spain",11.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","EU31_UKX","EU/EEA",81.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","FR","France",19.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","IS","Iceland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","IT","Italy",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","LV","Latvia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","MT","Malta",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","NL","Netherlands",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","NO","Norway",22.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","PL","Poland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","RO","Romania",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","SE","Sweden",17.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","SI","Slovenia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W50","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","AT","Austria",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","DE","Germany",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","DK","Denmark",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","ES","Spain",8.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","EU31_UKX","EU/EEA",133.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","FR","France",29.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","IE","Ireland",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","IS","Iceland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","IT","Italy",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","LV","Latvia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","MT","Malta",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","NL","Netherlands",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","NO","Norway",55.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","RO","Romania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","SE","Sweden",27.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","SI","Slovenia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W51","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","AT","Austria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","CZ","Czechia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","DE","Germany",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","DK","Denmark",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","EE","Estonia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","ES","Spain",19.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","EU31_UKX","EU/EEA",177.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","FR","France",25.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","IE","Ireland",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","IS","Iceland",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","IT","Italy",6.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","LV","Latvia",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","MT","Malta",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","NL","Netherlands",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","NO","Norway",69.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","PL","Poland",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","RO","Romania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","SE","Sweden",37.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","SI","Slovenia",4.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2011-W52","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","AT","Austria",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","CZ","Czechia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","DE","Germany",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","DK","Denmark",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","EL","Greece",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","ES","Spain",24.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","EU31_UKX","EU/EEA",235.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","FR","France",30.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","HU","Hungary",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","IE","Ireland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","IS","Iceland",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","IT","Italy",14.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","LT","Lithuania",6.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","LV","Latvia",7.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","MT","Malta",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","NL","Netherlands",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","NO","Norway",109.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","PT","Portugal",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","RO","Romania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2012-W01","SE","Sweden",29.000000000,""
